CP_municipio,Municipio,Codigo Estado,Codigo min de municipio,Codigo max de municipio,Zona horaria
15039,Ixtapaluca,15,56530,56599,Tiempo del Centro
15040,Ixtapan de la Sal,15,51900,51937,Tiempo del Centro
15041,Ixtapan del Oro,15,51070,51099,Tiempo del Centro
15042,Ixtlahuaca,15,50740,50785,Tiempo del Centro
15043,Xalatlaco,15,52680,52693,Tiempo del Centro
15044,Jaltenco,15,55780,55784,Tiempo del Centro
15045,Jilotepec,15,54240,54276,Tiempo del Centro
15046,Jilotzingo,15,54570,54575,Tiempo del Centro
15047,Jiquipilco,15,50800,50848,Tiempo del Centro
15048,Jocotitlán,15,50700,50737,Tiempo del Centro
15049,Joquicingo,15,52370,52390,Tiempo del Centro
15050,Juchitepec,15,56860,56867,Tiempo del Centro
15051,Lerma,15,52000,52059,Tiempo del Centro
15052,Malinalco,15,52440,52477,Tiempo del Centro
15053,Melchor Ocampo,15,54880,54894,Tiempo del Centro
15054,Metepec,15,52140,52179,Tiempo del Centro
15055,Mexicaltzingo,15,52180,52189,Tiempo del Centro
15056,Morelos,15,50550,50597,Tiempo del Centro
15057,Naucalpan de Juárez,15,53000,53970,Tiempo del Centro
15058,Nezahualcóyotl,15,57000,57950,Tiempo del Centro
15059,Nextlalpan,15,55790,55799,Tiempo del Centro
15060,Nicolás Romero,15,54400,54539,Tiempo del Centro
15061,Nopaltepec,15,55970,55978,Tiempo del Centro
15062,Ocoyoacac,15,52740,52757,Tiempo del Centro
15063,Ocuilan,15,52480,52497,Tiempo del Centro
15064,El Oro,15,50600,50637,Tiempo del Centro
15065,Otumba,15,55900,55937,Tiempo del Centro
15066,Otzoloapan,15,51130,51149,Tiempo del Centro
15067,Otzolotepec,15,52080,52096,Tiempo del Centro
15068,Ozumba,15,56800,56820,Tiempo del Centro
15069,Papalotla,15,56050,56057,Tiempo del Centro
15070,La Paz,15,56400,56529,Tiempo del Centro
15071,Polotitlán,15,54200,54239,Tiempo del Centro
15072,Rayón,15,52360,52367,Tiempo del Centro
15073,San Antonio la Isla,15,52280,52290,Tiempo del Centro
15074,San Felipe del Progreso,15,50640,50697,Tiempo del Centro
15075,San Martín de las Pirámides,15,55850,55859,Tiempo del Centro
15076,San Mateo Atenco,15,52100,52120,Tiempo del Centro
15077,San Simón de Guerrero,15,51470,51486,Tiempo del Centro
15078,Santo Tomás,15,51104,51117,Tiempo del Centro
15079,Soyaniquilpan de Juárez,15,54280,54297,Tiempo del Centro
15080,Sultepec,15,51600,51655,Tiempo del Centro
15081,Tecámac,15,55740,55778,Tiempo del Centro
15082,Tejupilco,15,51400,51437,Tiempo del Centro
15083,Temamatla,15,56650,56657,Tiempo del Centro
15084,Temascalapa,15,55980,55998,Tiempo del Centro
15085,Temascalcingo,15,50400,50447,Tiempo del Centro
15086,Temascaltepec,15,51300,51346,Tiempo del Centro
15087,Temoaya,15,50850,50896,Tiempo del Centro
15088,Tenancingo,15,52400,52437,Tiempo del Centro
15089,Tenango del Aire,15,56780,56785,Tiempo del Centro
15090,Tenango del Valle,15,52300,52357,Tiempo del Centro
15091,Teoloyucan,15,54770,54786,Tiempo del Centro
15092,Teotihuacán,15,55800,55847,Tiempo del Centro
15093,Tepetlaoxtoc,15,56070,56096,Tiempo del Centro
15094,Tepetlixpa,15,56880,56895,Tiempo del Centro
15095,Tepotzotlán,15,54600,54658,Tiempo del Centro
15096,Tequixquiac,15,55650,55657,Tiempo del Centro
15097,Texcaltitlán,15,51670,51697,Tiempo del Centro
15098,Texcalyacac,15,52570,52570,Tiempo del Centro
15099,Texcoco,15,56100,56268,Tiempo del Centro
15100,Tezoyuca,15,56000,56024,Tiempo del Centro
15101,Tianguistenco,15,52600,52667,Tiempo del Centro
15102,Timilpan,15,50500,50540,Tiempo del Centro
15103,Tlalmanalco,15,56700,56747,Tiempo del Centro
15104,Tlalnepantla de Baz,15,54000,54198,Tiempo del Centro
15105,Tlatlaya,15,51550,51599,Tiempo del Centro
15106,Toluca,15,50000,50295,Tiempo del Centro
15107,Tonatico,15,51950,51977,Tiempo del Centro
15108,Tultepec,15,54960,54990,Tiempo del Centro
15109,Tultitlán,15,54900,54959,Tiempo del Centro
15110,Valle de Bravo,15,51200,51248,Tiempo del Centro
15111,Villa de Allende,15,51000,51029,Tiempo del Centro
15112,Villa del Carbón,15,54300,54346,Tiempo del Centro
15113,Villa Guerrero,15,51760,51786,Tiempo del Centro
15114,Villa Victoria,15,50960,50997,Tiempo del Centro
15115,Xonacatlán,15,52060,52077,Tiempo del Centro
15116,Zacazonapan,15,51160,51173,Tiempo del Centro
15117,Zacualpan,15,51800,51857,Tiempo del Centro
15118,Zinacantepec,15,51350,51393,Tiempo del Centro
15119,Zumpahuacán,15,51980,51997,Tiempo del Centro
15120,Zumpango,15,55600,55646,Tiempo del Centro
15121,Cuautitlán Izcalli,15,54700,54769,Tiempo del Centro
15122,Valle de Chalco Solidaridad,15,56610,56619,Tiempo del Centro
15123,Luvianos,15,51440,51468,Tiempo del Centro
15124,San José del Rincón,15,50660,50678,Tiempo del Centro
15125,Tonanitla,15,55785,55787,Tiempo del Centro
16001,Acuitzio,16,58460,58468,Tiempo del Centro
16002,Aguililla,16,60570,60597,Tiempo del Centro
16003,Álvaro Obregón,16,58920,58929,Tiempo del Centro
16004,Angamacutiro,16,58550,58567,Tiempo del Centro
16005,Angangueo,16,61410,61417,Tiempo del Centro
16006,Apatzingán,16,60600,60757,Tiempo del Centro
16007,Aporo,16,61400,61405,Tiempo del Centro
16008,Aquila,16,60870,60898,Tiempo del Centro
16009,Ario,16,61830,61849,Tiempo del Centro
16010,Arteaga,16,60920,60948,Tiempo del Centro
16011,Briseñas,16,59120,59126,Tiempo del Centro
16012,Buenavista,16,60500,60539,Tiempo del Centro
16013,Carácuaro,16,61920,61938,Tiempo del Centro
16014,Coahuayana,16,60800,60815,Tiempo del Centro
16015,Coalcomán de Vázquez Pallares,16,60840,60867,Tiempo del Centro
16016,Coeneo,16,58400,58416,Tiempo del Centro
16017,Contepec,16,61020,61055,Tiempo del Centro
16018,Copándaro,16,58870,58876,Tiempo del Centro
16019,Cotija,16,59940,59958,Tiempo del Centro
16020,Cuitzeo,16,58840,58855,Tiempo del Centro
16021,Charapan,16,60240,60247,Tiempo del Centro
16022,Charo,16,61300,61328,Tiempo del Centro
16023,Chavinda,16,59580,59595,Tiempo del Centro
16024,Cherán,16,60270,60276,Tiempo del Centro
16025,Chilchota,16,59780,59799,Tiempo del Centro
16026,Chinicuila,16,60820,60828,Tiempo del Centro
16027,Chucándiro,16,58860,58868,Tiempo del Centro
16028,Churintzio,16,59440,59455,Tiempo del Centro
16029,Churumuco,16,61880,61899,Tiempo del Centro
16030,Ecuandureo,16,59730,59745,Tiempo del Centro
16031,Epitacio Huerta,16,61000,61018,Tiempo del Centro
16032,Erongarícuaro,16,61630,61637,Tiempo del Centro
16033,Gabriel Zamora,16,61730,61747,Tiempo del Centro
16034,Hidalgo,16,61100,61248,Tiempo del Centro
16035,La Huacana,16,61850,61878,Tiempo del Centro
16036,Huandacareo,16,58820,58833,Tiempo del Centro
16037,Huaniqueo,16,58360,58399,Tiempo del Centro
16038,Huetamo,16,61940,61979,Tiempo del Centro
16039,Huiramba,16,61640,61648,Tiempo del Centro
16040,Indaparapeo,16,58970,58978,Tiempo del Centro
16041,Irimbo,16,61280,61288,Tiempo del Centro
16042,Ixtlán,16,59280,59297,Tiempo del Centro
16043,Jacona,16,59800,59908,Tiempo del Centro
16044,Jiménez,16,58780,58796,Tiempo del Centro
16045,Jiquilpan,16,59510,59547,Tiempo del Centro
16046,Juárez,16,61570,61587,Tiempo del Centro
16047,Jungapeo,16,61470,61498,Tiempo del Centro
16048,Lagunillas,16,58450,58456,Tiempo del Centro
16049,Madero,16,58480,58499,Tiempo del Centro
16050,Maravatío,16,61250,61279,Tiempo del Centro
16051,Marcos Castellanos,16,59500,59508,Tiempo del Centro
16052,Lázaro Cárdenas,16,60950,60999,Tiempo del Centro
16053,Morelia,16,58000,58359,Tiempo del Centro
16054,Morelos,16,58800,58807,Tiempo del Centro
16055,Múgica,16,61760,61797,Tiempo del Centro
16056,Nahuatzen,16,60280,60287,Tiempo del Centro
16057,Nocupétaro,16,61900,61918,Tiempo del Centro
16058,Nuevo Parangaricutiro,16,60490,60497,Tiempo del Centro
16059,Nuevo Urecho,16,61750,61759,Tiempo del Centro
16060,Numarán,16,59430,59438,Tiempo del Centro
16061,Ocampo,16,61450,61468,Tiempo del Centro
16062,Pajacuarán,16,59180,59195,Tiempo del Centro
16063,Panindícuaro,16,58570,58598,Tiempo del Centro
16064,Parácuaro,16,60760,60795,Tiempo del Centro
16065,Paracho,16,60250,60267,Tiempo del Centro
16066,Pátzcuaro,16,61600,61627,Tiempo del Centro
16067,Penjamillo,16,59470,59498,Tiempo del Centro
16068,Peribán,16,60440,60447,Tiempo del Centro
16069,La Piedad,16,59300,59428,Tiempo del Centro
16070,Purépero,16,58760,58774,Tiempo del Centro
16071,Puruándiro,16,58500,58533,Tiempo del Centro
16072,Queréndaro,16,58980,58997,Tiempo del Centro
16073,Quiroga,16,58420,58436,Tiempo del Centro
16074,Cojumatlán de Régules,16,59140,59155,Tiempo del Centro
16075,Los Reyes,16,60300,60435,Tiempo del Centro
16076,Sahuayo,16,59000,59105,Tiempo del Centro
16077,San Lucas,16,61980,61998,Tiempo del Centro
16078,Santa Ana Maya,16,58900,58919,Tiempo del Centro
16079,Salvador Escalante,16,61800,61827,Tiempo del Centro
16080,Senguio,16,61290,61297,Tiempo del Centro
16081,Susupuato,16,61590,61597,Tiempo del Centro
16082,Tacámbaro,16,61650,61678,Tiempo del Centro
16083,Tancítaro,16,60460,60486,Tiempo del Centro
16084,Tangamandapio,16,59920,59937,Tiempo del Centro
16085,Tangancícuaro,16,59750,59776,Tiempo del Centro
16086,Tanhuato,16,59230,59244,Tiempo del Centro
16087,Taretan,16,61710,61718,Tiempo del Centro
16088,Tarímbaro,16,58880,58895,Tiempo del Centro
16089,Tepalcatepec,16,60540,60567,Tiempo del Centro
16090,Tingambato,16,60290,60297,Tiempo del Centro
16091,Tingüindín,16,59980,59995,Tiempo del Centro
16092,Tiquicheo de Nicolás Romero,16,61370,61399,Tiempo del Centro
16093,Tlalpujahua,16,61060,61086,Tiempo del Centro
16094,Tlazazalca,16,58740,58755,Tiempo del Centro
16095,Tocumbo,16,59960,59975,Tiempo del Centro
16096,Tumbiscatío,16,60900,60918,Tiempo del Centro
16097,Turicato,16,61680,61698,Tiempo del Centro
16098,Tuxpan,16,61420,61447,Tiempo del Centro
16099,Tuzantla,16,61540,61565,Tiempo del Centro
16100,Tzintzuntzan,16,58440,58448,Tiempo del Centro
16101,Tzitzio,16,61330,61368,Tiempo del Centro
16102,Uruapan,16,60000,60237,Tiempo del Centro
16103,Venustiano Carranza,16,59160,59175,Tiempo del Centro
16104,Villamar,16,59550,59578,Tiempo del Centro
16105,Vista Hermosa,16,59200,59220,Tiempo del Centro
16106,Yurécuaro,16,59250,59267,Tiempo del Centro
16107,Zacapu,16,58600,58739,Tiempo del Centro
16108,Zamora,16,59600,59725,Tiempo del Centro
16109,Zináparo,16,59460,59467,Tiempo del Centro
16110,Zinapécuaro,16,58930,58967,Tiempo del Centro
16111,Ziracuaretiro,16,61700,61708,Tiempo del Centro
16112,Zitácuaro,16,61500,61539,Tiempo del Centro
16113,José Sixto Verduzco,16,58540,58547,Tiempo del Centro
17001,Amacuzac,17,62640,62657,Tiempo del Centro
17002,Atlatlahucan,17,62840,62847,Tiempo del Centro
17003,Axochiapan,17,62950,62966,Tiempo del Centro
17004,Ayala,17,62700,62725,Tiempo del Centro
17005,Coatlán del Río,17,62610,62616,Tiempo del Centro
17006,Cuautla,17,62740,62757,Tiempo del Centro
17007,Cuernavaca,17,62000,62508,Tiempo del Centro
17008,Emiliano Zapata,17,62760,62768,Tiempo del Centro
17009,Huitzilac,17,62510,62517,Tiempo del Centro
17010,Jantetelco,17,62970,62978,Tiempo del Centro
17011,Jiutepec,17,62550,62578,Tiempo del Centro
17012,Jojutla,17,62900,62917,Tiempo del Centro
17013,Jonacatepec de Leandro Valle,17,62930,62943,Tiempo del Centro
17014,Mazatepec,17,62630,62636,Tiempo del Centro
17015,Miacatlán,17,62600,62608,Tiempo del Centro
17016,Ocuituco,17,62850,62867,Tiempo del Centro
17017,Puente de Ixtla,17,62660,62697,Tiempo del Centro
17018,Temixco,17,62580,62599,Tiempo del Centro
17019,Tepalcingo,17,62920,62927,Tiempo del Centro
17020,Tepoztlán,17,62520,62529,Tiempo del Centro
17021,Tetecala,17,62620,62626,Tiempo del Centro
17022,Tetela del Volcán,17,62800,62815,Tiempo del Centro
17023,Tlalnepantla,17,62530,62536,Tiempo del Centro
17024,Tlaltizapán de Zapata,17,62770,62778,Tiempo del Centro
17025,Tlaquiltenango,17,62980,62996,Tiempo del Centro
17026,Tlayacapan,17,62540,62547,Tiempo del Centro
17027,Totolapan,17,62830,62835,Tiempo del Centro
17028,Xochitepec,17,62790,62796,Tiempo del Centro
17029,Yautepec,17,62730,62739,Tiempo del Centro
17030,Yecapixtla,17,62820,62828,Tiempo del Centro
17031,Zacatepec,17,62780,62785,Tiempo del Centro
17032,Zacualpan de Amilpas,17,62890,62897,Tiempo del Centro
17033,Temoac,17,62870,62887,Tiempo del Centro
17034,Coatetelco,17,62606,62606,Tiempo del Centro
17035,Xoxocotla,17,62680,62687,Tiempo del Centro
18001,Acaponeta,18,63400,63438,Tiempo del Pacífico
18002,Ahuacatlán,18,63900,63938,Tiempo del Pacífico
18003,Amatlán de Cañas,18,63960,63996,Tiempo del Pacífico
18004,Compostela,18,63700,63724,Tiempo del Pacífico
18005,Huajicori,18,63480,63499,Tiempo del Pacífico
18006,Ixtlán del Río,18,63940,63959,Tiempo del Pacífico
18007,Jala,18,63880,63899,Tiempo del Pacífico
18008,Xalisco,18,63780,63799,Tiempo del Pacífico
18009,Del Nayar,18,63530,63549,Tiempo del Pacífico
18010,Rosamorada,18,63630,63658,Tiempo del Pacífico
18011,Ruíz,18,63600,63628,Tiempo del Pacífico
18012,San Blas,18,63740,63779,Tiempo del Pacífico
18013,San Pedro Lagunillas,18,63800,63826,Tiempo del Pacífico
18014,Santa María del Oro,18,63830,63874,Tiempo del Pacífico
18015,Santiago Ixcuintla,18,63300,63579,Tiempo del Pacífico
18016,Tecuala,18,63440,63470,Tiempo del Pacífico
18017,Tepic,18,63000,63529,Tiempo del Pacífico
18018,Tuxpan,18,63200,63670,Tiempo del Pacífico
18019,La Yesca,18,63580,63596,Tiempo del Pacífico
18020,Bahía de Banderas,18,63726,63739,Tiempo del Centro
19001,Abasolo,19,65650,65663,Tiempo del Centro
19002,Agualeguas,19,65800,65837,Tiempo del Centro
19003,Los Aldamas,19,66900,66945,Tiempo del Centro en Frontera
19004,Allende,19,67350,67383,Tiempo del Centro
19005,Anáhuac,19,65000,65059,Tiempo del Centro en Frontera
19006,Apodaca,19,66600,66649,Tiempo del Centro
19007,Aramberri,19,67940,67959,Tiempo del Centro
19008,Bustamante,19,65150,65150,Tiempo del Centro
19009,Cadereyta Jiménez,19,67451,67498,Tiempo del Centro
19010,El Carmen,19,66550,66583,Tiempo del Centro
19011,Cerralvo,19,65900,65940,Tiempo del Centro
19012,Ciénega de Flores,19,65550,65583,Tiempo del Centro
19013,China,19,67050,67099,Tiempo del Centro
19014,Doctor Arroyo,19,67900,67938,Tiempo del Centro
19015,Doctor Coss,19,66950,66980,Tiempo del Centro
19016,Doctor González,19,66750,66793,Tiempo del Centro
19017,Galeana,19,67850,67878,Tiempo del Centro
19018,García,19,66000,66046,Tiempo del Centro
19019,San Pedro Garza García,19,66200,66297,Tiempo del Centro
19020,General Bravo,19,67000,67030,Tiempo del Centro
19021,General Escobedo,19,66050,66085,Tiempo del Centro
19022,General Terán,19,67400,67448,Tiempo del Centro
19023,General Treviño,19,65850,65880,Tiempo del Centro
19024,General Zaragoza,19,67960,67978,Tiempo del Centro
19025,General Zuazua,19,65750,65780,Tiempo del Centro
19026,Guadalupe,19,67100,67205,Tiempo del Centro
19027,Los Herreras,19,66850,66880,Tiempo del Centro
19028,Higueras,19,65700,65700,Tiempo del Centro
19029,Hualahuises,19,67880,67899,Tiempo del Centro
19030,Iturbide,19,67830,67849,Tiempo del Centro
19031,Juárez,19,67250,67298,Tiempo del Centro
19032,Lampazos de Naranjo,19,65070,65092,Tiempo del Centro
19033,Linares,19,67700,67828,Tiempo del Centro
19034,Marín,19,66700,66708,Tiempo del Centro
19035,Melchor Ocampo,19,65950,65950,Tiempo del Centro
19036,Mier y Noriega,19,67980,67996,Tiempo del Centro
19037,Mina,19,65100,65140,Tiempo del Centro
19038,Montemorelos,19,67500,67640,Tiempo del Centro
19039,Monterrey,19,64000,64997,Tiempo del Centro
19040,Parás,19,65450,65450,Tiempo del Centro
19041,Pesquería,19,66650,66693,Tiempo del Centro
19042,Los Ramones,19,66800,66849,Tiempo del Centro
19043,Rayones,19,67650,67690,Tiempo del Centro
19044,Sabinas Hidalgo,19,65200,65348,Tiempo del Centro
19045,Salinas Victoria,19,65500,65548,Tiempo del Centro
19046,San Nicolás de los Garza,19,66400,66499,Tiempo del Centro
19047,Hidalgo,19,65600,65600,Tiempo del Centro
19048,Santa Catarina,19,66100,66390,Tiempo del Centro
19049,Santiago,19,67300,67344,Tiempo del Centro
19050,Vallecillo,19,65400,65449,Tiempo del Centro
19051,Villaldama,19,65350,65395,Tiempo del Centro
20001,Abejones,20,68715,68715,Tiempo del Centro
20002,Acatlán de Pérez Figueroa,20,68420,68428,Tiempo del Centro
20003,Asunción Cacalotepec,20,70290,70292,Tiempo del Centro
20004,Asunción Cuyotepeji,20,69070,69070,Tiempo del Centro
20005,Asunción Ixtaltepec,20,70140,70145,Tiempo del Centro
20006,Asunción Nochixtlán,20,69600,69609,Tiempo del Centro
20007,Asunción Ocotlán,20,71523,71523,Tiempo del Centro
20008,Asunción Tlacolulita,20,70570,70575,Tiempo del Centro
20009,Ayotzintepec,20,68435,68438,Tiempo del Centro
20010,El Barrio de la Soledad,20,70380,70393,Tiempo del Centro
20011,Calihualá,20,69450,69457,Tiempo del Centro
20012,Candelaria Loxicha,20,70950,70957,Tiempo del Centro
20013,Ciénega de Zimatlán,20,71300,71300,Tiempo del Centro
20014,Ciudad Ixtepec,20,70110,70115,Tiempo del Centro
20015,Coatecas Altas,20,71570,71574,Tiempo del Centro
20016,Coicoyán de las Flores,20,69790,69799,Tiempo del Centro
20017,La Compañía,20,71567,71569,Tiempo del Centro
20018,Concepción Buenavista,20,69320,69325,Tiempo del Centro
20019,Concepción Pápalo,20,68640,68644,Tiempo del Centro
20020,Constancia del Rosario,20,71030,71037,Tiempo del Centro
20021,Cosolapa,20,68410,68419,Tiempo del Centro
20022,Cosoltepec,20,69020,69023,Tiempo del Centro
20023,Cuilápam de Guerrero,20,71400,71409,Tiempo del Centro
20024,Cuyamecalco Villa de Zaragoza,20,68610,68612,Tiempo del Centro
20025,Chahuites,20,70190,70195,Tiempo del Centro
20026,Chalcatongo de Hidalgo,20,71100,71107,Tiempo del Centro
20027,Chiquihuitlán de Benito Juárez,20,68617,68618,Tiempo del Centro
20028,Heroica Ciudad de Ejutla de Crespo,20,71500,71505,Tiempo del Centro
20029,Eloxochitlán de Flores Magón,20,68530,68534,Tiempo del Centro
20030,El Espinal,20,70117,70117,Tiempo del Centro
20031,Tamazulápam del Espíritu Santo,20,70280,70282,Tiempo del Centro
20032,Fresnillo de Trujano,20,69210,69214,Tiempo del Centro
20033,Guadalupe Etla,20,68256,68257,Tiempo del Centro
20034,Guadalupe de Ramírez,20,69150,69158,Tiempo del Centro
20035,Guelatao de Juárez,20,68770,68770,Tiempo del Centro
20036,Guevea de Humboldt,20,70725,70728,Tiempo del Centro
20037,Mesones Hidalgo,20,71040,71047,Tiempo del Centro
20038,Villa Hidalgo,20,68870,68870,Tiempo del Centro
20039,Heroica Ciudad de Huajuapan de León,20,69000,69009,Tiempo del Centro
20040,Huautepec,20,68555,68555,Tiempo del Centro
20041,Huautla de Jiménez,20,68500,68508,Tiempo del Centro
20042,Ixtlán de Juárez,20,68725,68728,Tiempo del Centro
20043,Heroica Ciudad de Juchitán de Zaragoza,20,70000,70109,Tiempo del Centro
20044,Loma Bonita,20,68400,68406,Tiempo del Centro
20045,Magdalena Apasco,20,68226,68228,Tiempo del Centro
20046,Magdalena Jaltepec,20,69900,69909,Tiempo del Centro
20047,Santa Magdalena Jicotlán,20,69350,69350,Tiempo del Centro
20048,Magdalena Mixtepec,20,71347,71347,Tiempo del Centro
20049,Magdalena Ocotlán,20,71529,71529,Tiempo del Centro
20050,Magdalena Peñasco,20,69848,69848,Tiempo del Centro
20051,Magdalena Teitipac,20,70458,70458,Tiempo del Centro
20052,Magdalena Tequisistlán,20,70740,70745,Tiempo del Centro
20053,Magdalena Tlacotepec,20,70746,70746,Tiempo del Centro
20054,Magdalena Zahuatlán,20,69920,69920,Tiempo del Centro
20055,Mariscala de Juárez,20,69250,69257,Tiempo del Centro
20056,Mártires de Tacubaya,20,71630,71631,Tiempo del Centro
20057,Matías Romero Avendaño,20,70300,70329,Tiempo del Centro
20058,Mazatlán Villa de Flores,20,68580,68584,Tiempo del Centro
20059,Miahuatlán de Porfirio Díaz,20,70800,70805,Tiempo del Centro
20060,Mixistlán de la Reforma,20,70261,70263,Tiempo del Centro
20061,Monjas,20,70826,70827,Tiempo del Centro
20062,Natividad,20,68700,68700,Tiempo del Centro
20063,Nazareno Etla,20,68240,68240,Tiempo del Centro
20064,Nejapa de Madero,20,70530,70536,Tiempo del Centro
20065,Ixpantepec Nieves,20,69470,69470,Tiempo del Centro
20066,Santiago Niltepec,20,70130,70135,Tiempo del Centro
20067,Oaxaca de Juárez,20,68000,68284,Tiempo del Centro
20068,Ocotlán de Morelos,20,71510,71515,Tiempo del Centro
20069,La Pe,20,71565,71566,Tiempo del Centro
20070,Pinotepa de Don Luis,20,71750,71757,Tiempo del Centro
20071,Pluma Hidalgo,20,70960,70965,Tiempo del Centro
20072,San José del Progreso,20,71550,71553,Tiempo del Centro
20073,Putla Villa de Guerrero,20,71000,71021,Tiempo del Centro
20074,Santa Catarina Quioquitani,20,70590,70590,Tiempo del Centro
20075,Reforma de Pineda,20,70170,70170,Tiempo del Centro
20076,La Reforma,20,71080,71087,Tiempo del Centro
20077,Reyes Etla,20,68237,68238,Tiempo del Centro
20078,Rojas de Cuauhtémoc,20,70450,70450,Tiempo del Centro
20079,Salina Cruz,20,70600,70704,Tiempo del Centro
20080,San Agustín Amatengo,20,71580,71580,Tiempo del Centro
20081,San Agustín Atenango,20,69440,69449,Tiempo del Centro
20082,San Agustín Chayuco,20,71764,71768,Tiempo del Centro
20083,San Agustín de las Juntas,20,71260,71260,Tiempo del Centro
20084,San Agustín Etla,20,68247,68248,Tiempo del Centro
20085,San Agustín Loxicha,20,70920,70927,Tiempo del Centro
20086,San Agustín Tlacotepec,20,69860,69864,Tiempo del Centro
20087,San Agustín Yatareni,20,68290,68290,Tiempo del Centro
20088,San Andrés Cabecera Nueva,20,71170,71175,Tiempo del Centro
20089,San Andrés Dinicuiti,20,69064,69064,Tiempo del Centro
20090,San Andrés Huaxpaltepec,20,71770,71777,Tiempo del Centro
20091,San Andrés Huayápam,20,68287,68288,Tiempo del Centro
20092,San Andrés Ixtlahuaca,20,71224,71224,Tiempo del Centro
20093,San Andrés Lagunas,20,69550,69555,Tiempo del Centro
20094,San Andrés Nuxiño,20,69950,69954,Tiempo del Centro
20095,San Andrés Paxtlán,20,70868,70869,Tiempo del Centro
20096,San Andrés Sinaxtla,20,69665,69665,Tiempo del Centro
20097,San Andrés Solaga,20,68844,68846,Tiempo del Centro
20098,San Andrés Teotilálpam,20,68630,68633,Tiempo del Centro
20099,San Andrés Tepetlapa,20,69160,69160,Tiempo del Centro
20100,San Andrés Yaá,20,68854,68854,Tiempo del Centro
20101,San Andrés Zabache,20,71548,71548,Tiempo del Centro
20102,San Andrés Zautla,20,68244,68244,Tiempo del Centro
20103,San Antonino Castillo Velasco,20,71520,71520,Tiempo del Centro
20104,San Antonino el Alto,20,71344,71346,Tiempo del Centro
20105,San Antonino Monte Verde,20,69546,69548,Tiempo del Centro
20106,San Antonio Acutla,20,69526,69526,Tiempo del Centro
20107,San Antonio de la Cal,20,71250,71256,Tiempo del Centro
20108,San Antonio Huitepec,20,71305,71308,Tiempo del Centro
20109,San Antonio Nanahuatípam,20,68565,68569,Tiempo del Centro
20110,San Antonio Sinicahua,20,69870,69873,Tiempo del Centro
20111,San Antonio Tepetlapa,20,71650,71650,Tiempo del Centro
20112,San Baltazar Chichicápam,20,71537,71537,Tiempo del Centro
20113,San Baltazar Loxicha,20,70930,70930,Tiempo del Centro
20114,San Baltazar Yatzachi el Bajo,20,68860,68865,Tiempo del Centro
20115,San Bartolo Coyotepec,20,71294,71295,Tiempo del Centro
20116,San Bartolomé Ayautla,20,68577,68578,Tiempo del Centro
20117,San Bartolomé Loxicha,20,70940,70943,Tiempo del Centro
20118,San Bartolomé Quialana,20,70474,70474,Tiempo del Centro
20119,San Bartolomé Yucuañe,20,69850,69850,Tiempo del Centro
20120,San Bartolomé Zoogocho,20,68857,68857,Tiempo del Centro
20121,San Bartolo Soyaltepec,20,69565,69569,Tiempo del Centro
20122,San Bartolo Yautepec,20,70550,70550,Tiempo del Centro
20123,San Bernardo Mixtepec,20,71210,71213,Tiempo del Centro
20124,San Blas Atempa,20,70786,70789,Tiempo del Centro
20125,San Carlos Yautepec,20,70500,70517,Tiempo del Centro
20126,San Cristóbal Amatlán,20,70835,70837,Tiempo del Centro
20127,San Cristóbal Amoltepec,20,69837,69838,Tiempo del Centro
20128,San Cristóbal Lachirioag,20,68830,68830,Tiempo del Centro
20129,San Cristóbal Suchixtlahuaca,20,69380,69380,Tiempo del Centro
20130,San Dionisio del Mar,20,70137,70138,Tiempo del Centro
20131,San Dionisio Ocotepec,20,70495,70498,Tiempo del Centro
20132,San Dionisio Ocotlán,20,71526,71528,Tiempo del Centro
20133,San Esteban Atatlahuca,20,71120,71124,Tiempo del Centro
20134,San Felipe Jalapa de Díaz,20,68460,68464,Tiempo del Centro
20135,San Felipe Tejalápam,20,68260,68262,Tiempo del Centro
20136,San Felipe Usila,20,68490,68497,Tiempo del Centro
20137,San Francisco Cahuacuá,20,71370,71374,Tiempo del Centro
20138,San Francisco Cajonos,20,68875,68877,Tiempo del Centro
20139,San Francisco Chapulapa,20,68635,68638,Tiempo del Centro
20140,San Francisco Chindúa,20,69685,69687,Tiempo del Centro
20141,San Francisco del Mar,20,70146,70148,Tiempo del Centro
20142,San Francisco Huehuetlán,20,68520,68523,Tiempo del Centro
20143,San Francisco Ixhuatán,20,70175,70178,Tiempo del Centro
20144,San Francisco Jaltepetongo,20,69935,69937,Tiempo del Centro
20145,San Francisco Lachigoló,20,70424,70424,Tiempo del Centro
20146,San Francisco Logueche,20,70818,70818,Tiempo del Centro
20147,San Francisco Nuxaño,20,69925,69925,Tiempo del Centro
20148,San Francisco Ozolotepec,20,70887,70889,Tiempo del Centro
20149,San Francisco Sola,20,71470,71470,Tiempo del Centro
20150,San Francisco Telixtlahuaca,20,68213,68216,Tiempo del Centro
20151,San Francisco Teopan,20,69345,69346,Tiempo del Centro
20152,San Francisco Tlapancingo,20,69480,69485,Tiempo del Centro
20153,San Gabriel Mixtepec,20,71970,71974,Tiempo del Centro
20154,San Ildefonso Amatlán,20,70828,70829,Tiempo del Centro
20155,San Ildefonso Sola,20,71480,71483,Tiempo del Centro
20156,San Ildefonso Villa Alta,20,68800,68804,Tiempo del Centro
20157,San Jacinto Amilpas,20,68285,68285,Tiempo del Centro
